bin_index,source_row_index,cpu_util_percent,mem_util_percent,net_in,net_out,disk_io_percent
0,1040,27.8814703675919,88.50037509377344,40.50380095023756,32.104108527131785,5.00700175043761
1,1041,38.11088960877149,91.0570645402442,40.510520807376025,32.114375778719165,6.156989783204585
2,1042,32.59760956175299,90.64566733067728,40.50929780876494,32.1129780876494,7.038844621513944
3,1043,35.59701120797011,89.09265255292652,40.521673723536736,32.12483686176837,5.162889165628892
4,1044,30.824101796407184,88.27395209580838,40.52505239520959,32.12614520958084,8.067614770459082
5,1045,30.620199501246884,88.75361596009975,40.52060349127182,32.124204488778055,5.120448877805487
6,1046,33.71816596062796,88.5541988537254,40.542319960129575,32.14247196611014,5.067779715923249
7,1047,32.6889332003988,88.63135593220339,40.548818544366895,32.14969341974078,6.122632103688933
8,1048,29.61434977578476,88.40607872446438,40.55731689088192,32.15534877927255,6.2174887892376685
9,1049,29.09712858926342,87.90012484394506,40.56147565543071,32.16015980024969,4.9108614232209735
10,1050,28.77514940239044,87.59437250996017,40.56502490039841,32.1625,5.620019920318725
11,1051,28.133948615614862,87.54103267647793,40.56768520828137,32.16333499625842,6.177849837864804
12,1052,35.00623441396509,89.30798004987531,40.59546882793017,32.18964089775561,6.631920199501247
13,1053,29.632230361202325,87.37989391260419,40.55421823692851,32.15620863854509,6.747663551401869
14,1054,34.91183063511831,88.44931506849315,40.58383561643836,32.178236612702364,5.738978829389788
15,1055,31.45727887747432,88.5532448008018,40.57731145076421,32.17404159358557,6.806815334502631
16,1056,43.346173600410886,90.46841294298922,40.63043913713405,32.21925783256292,7.150231124807396
17,1057,32.20299625468165,86.99900124843946,40.60051685393259,32.189088639201,6.872159800249688
18,1058,36.089772443110775,88.14128532133033,40.5974768692173,32.19002000500125,6.013503375843961
19,1059,39.85286035473395,89.07319510367225,40.61247564326754,32.20072695478391,9.552835373469897
20,1060,32.949575636545184,88.86120818771842,40.60500748876685,32.1982076884673,7.494258612081877
21,1061,37.87971050661343,88.80409283753431,40.61699775393062,32.2043424007986,7.931120539056651
22,1062,35.22890664003994,89.2938092860709,40.62105841238142,32.208522216674986,8.173989016475288
23,1063,35.0587942202292,88.68036870951669,40.636504733432986,32.21965122072745,7.350523168908819
24,1064,35.965345300423834,90.00024931438544,40.627983046621786,32.20976315133383,6.4871603091498375
25,1065,38.93248629795715,89.46736422521175,40.64780518186348,32.227446437468856,6.60587942202292
26,1066,35.99551569506726,88.69531639262581,40.65778525161933,32.23261086198306,6.631041355256602
27,1067,35.38796992481203,87.85563909774436,40.65216541353384,32.22943859649123,7.046616541353384
28,1068,42.48529411764706,90.28364905284148,40.67207627118644,32.24005732801595,7.711365902293121
29,1069,31.831022085259374,87.92578325629174,40.69118130457113,32.262241910631744,10.948382126348228
30,1070,29.59900373599004,87.26948941469489,40.68096139476961,32.24661270236613,10.629638854296388
31,1071,42.57942283563363,89.1171894604768,40.68212797992472,32.24769636135508,9.552572145545795
32,1072,35.38471115537848,87.90114541832669,40.69366035856574,32.25690737051793,7.608067729083666
33,1073,34.07382382382382,87.32907907907908,40.69345345345346,32.26088338338339,6.9707207207207205
34,1074,37.34366408397901,88.17970507373157,40.704271432141965,32.264428892776806,5.939265183704074
35,1075,33.58064516129032,88.57914478619655,40.70370342585646,32.26221805451363,6.985746436609152
36,1076,27.69770344483275,87.80454318522217,40.72171243135297,32.28073889166251,5.8247628557164255
37,1077,30.422061752988046,88.08989043824701,40.714606573705176,32.27596613545817,5.631474103585657
38,1078,29.297061752988046,88.8921812749004,40.71079183266932,32.27382470119522,5.2629482071713145
39,1079,33.74357695185832,89.98877525567474,40.71530805687204,32.27524070840609,5.153654277874781
40,1080,30.120947630922693,87.86583541147132,40.73868578553616,32.2968927680798,6.97930174563591
41,1081,36.48816936488169,89.12154420921544,40.73271232876712,32.29183810709838,7.380323785803238
42,1082,32.229618548990274,89.50112191473448,40.72967589129893,32.29015208177512,8.067564198454251
43,1083,35.04159402241594,88.75840597758406,40.741581569115816,32.30000498132005,6.258281444582814
44,1084,38.44425,88.656,40.7417225,32.2998675,6.03325
45,1085,36.07759481037924,88.20808383233533,40.75592564870259,32.31403692614771,5.542165668662674
46,1086,31.537752305008723,88.0137054572639,40.75736606030401,32.31530276601047,5.469972589085472
47,1087,31.75491905354919,88.6211706102117,40.75966625155666,32.31698879202989,10.760398505603986
48,1088,28.25692883895131,88.87865168539327,40.76172284644195,32.32154556803995,6.085393258426966
49,1089,32.43645443196005,88.36304619225967,40.76002247191012,32.31391510611735,5.822971285892634
50,1090,33.74040857000498,89.55954160438465,40.78183607374191,32.33580966616841,8.286746387643248
51,1091,26.084247258225325,87.99426719840478,40.7817148554337,32.33733050847457,5.965353938185444
52,1092,33.38290981564524,89.46537120079721,40.77829845540608,32.3355754857997,7.206028898854011
53,1093,38.87356608478803,89.23715710723192,40.78096259351621,32.338685785536164,8.68004987531172
54,1094,37.11008717310087,87.24433374844334,40.79117559153176,32.34583561643836,7.656039850560399
55,1095,53.53623553095118,90.03900352289884,40.79979114242577,32.3563009562154,13.715903371917465
56,1096,40.82067247820672,87.23810709838106,40.81337484433375,32.365148194271484,9.686176836861767
57,1097,38.7240777666999,86.76096709870389,40.80524426719841,32.356752243270186,7.170239282153539
58,1098,39.76401694492898,87.12932967854474,40.80986543732868,32.36293047595315,5.606528781460254
59,1099,30.896087714926487,87.33914776974832,40.82341141290805,32.3752579117867,7.4308497383503616
60,1100,34.26821357285429,85.99825349301398,40.82712574850299,32.38246506986028,6.414421157684631
61,1101,33.36302395209581,87.15044910179641,40.82338073852295,32.37817115768463,6.328842315369261
62,1102,26.64876342742943,84.09917561828628,40.81796152885336,32.37312015988009,4.287534349238071
63,1103,32.5464739596312,85.18813854971343,40.83496635933217,32.38444804385746,5.37528033889858
64,1104,33.935878243512974,90.04416167664671,40.83055638722555,32.37855289421158,5.988273453093813
65,1105,37.27628300946687,89.01544593921275,40.84610363726956,32.39247135027404,4.368211260587942
66,1106,31.82676969092721,85.01969092721835,40.85509720837487,32.40150299102692,11.161764705882351
67,1107,41.06585303839309,87.76506483600305,40.86312738367658,32.410750063564706,9.302568014238496
68,1108,38.04382470119522,86.5336155378486,40.86176792828685,32.40858565737052,6.544322709163347
69,1109,36.74420921544209,86.1255292652553,40.86677210460772,32.41254296388543,5.624657534246575
70,1110,32.59814023624026,83.07765770294044,40.89357878864036,32.444279969841666,5.686102035687359
71,1111,30.258973080757727,82.910518444666,40.88292622133599,32.426580259222334,4.878614157527418
72,1112,39.08667496886675,83.73125778331257,40.87307845579078,32.41985803237858,6.715068493150685
73,1113,39.89061689994816,86.6410057024365,40.85191290824261,32.41214359771902,5.677553136340072
74,1114,35.77467597208375,86.63484546360917,40.8850074775673,32.43026420737787,5.32901296111665
75,1115,36.13266832917706,86.98379052369077,40.88210224438903,32.43025436408978,3.9760598503740647
76,1116,32.288675429727,87.06218402426694,40.87197674418605,32.41427199191102,4.737360970677452
77,1117,31.39840637450199,87.09561752988049,40.90953187250996,32.44802290836653,5.090886454183267
78,1118,32.7227895392279,87.44209215442092,40.91374595267746,32.451339975093404,4.807222914072229
79,1119,29.66890881913304,86.50597907324365,40.934167912306926,32.467055306427504,6.277030393622322
80,1120,30.02666999002991,86.14157527417747,40.91429960119641,32.44794865403789,5.899302093718844
81,1121,27.70513459621137,85.82527417746759,40.93505732801596,32.466181455633105,5.52642073778664
82,1122,34.48729446935725,86.22770303936223,40.9345889387145,32.46622321873443,5.3923766816143495
83,1123,24.624626121635096,85.51221335992024,40.93726321036889,32.469763210368896,7.628364905284148
84,1124,33.64408468244085,85.95666251556662,40.9439202988792,32.47307347447074,12.006475716064758
85,1125,31.90732436472347,86.81689088191331,40.9443547583458,32.472533632287,5.32660687593423
86,1126,27.133565910789933,87.2975330176925,40.954428108646894,32.48041365561924,4.7209070520807375
87,1127,32.58914342629482,87.38247011952191,40.9545343625498,32.480258964143424,7.40761952191235
88,1128,38.87602688573563,88.7361214836943,40.95369429922828,32.477542942494395,7.76101568334578
89,1129,46.46736422521176,89.66691579471849,40.96962132536124,32.48937717987045,7.179123069257599
90,1130,48.32385229540918,90.81736526946108,40.98606037924152,32.49969311377246,16.200349301397207
91,1131,33.01793721973094,89.7538614848032,40.97078226208271,32.4874788241156,9.009715994020926
92,1132,44.24912543728136,89.39880059970015,40.97663668165917,32.491461769115446,12.064217891054472
93,1133,51.683383233532936,89.07634730538922,40.99351546906188,32.505291916167664,13.329590818363274
94,1134,39.709258797105065,87.45520339406039,41.0049937609184,32.51324432243574,8.73571250311954
95,1135,56.31929212362911,90.75623130608176,41.012253240279165,32.50965353938185,9.149800598205385
96,1136,50.88869478412778,89.68604941352633,41.02733715997005,32.52522335912154,19.46917893686049
97,1137,50.21773791728949,90.28649725959144,41.0257673143996,32.51924514200299,13.091928251121075
98,1138,45.473225404732254,89.32403486924035,41.04212204234122,32.53157658779577,12.140971357409711
99,1139,48.576538269134566,88.62656328164083,41.06460980490245,32.54797148574287,12.59079539769885
100,1140,50.035808320168506,90.91679831490258,41.029707740916265,32.511305950500265,11.090310689836755
101,1141,42.26230789268038,87.53399322740297,41.09967699921855,32.577754623599894,10.26647564469914
102,1142,42.47081413210446,87.17511520737327,41.08724526369688,32.562718894009215,11.262928827444956
103,1143,41.38532351394003,86.30931088900579,41.09132035770647,32.57197001578117,12.600999473961071
104,1144,56.58103896103896,89.40857142857143,41.05024155844156,32.535745454545456,14.5
105,1145,57.07265285239192,88.86799693016117,41.096009209516495,32.567439242773084,9.948836019442313
106,1146,52.906964656964654,88.19256756756756,41.12345893970894,32.58959199584199,14.867463617463615
107,1147,53.66616084977238,89.38062721294891,41.11374810318665,32.5850708143652,18.740768841679312
108,1148,47.69192298074518,87.75018754688672,41.115238809702426,32.585048762190546,18.35408852213053
109,1149,56.87953919358878,90.35361883295768,41.148752817430506,32.612501878287006,10.935136488855496
110,1150,47.639740713039146,87.77038145100973,41.14650710545999,32.60572924457741,13.408376963350785
111,1151,41.53218562874252,86.80938123752495,41.13469061876248,32.59625998003992,14.76696606786427
112,1152,56.41831869510665,89.08381430363865,41.14590715181932,32.6038895859473,24.882308657465497
113,1153,49.25155821490901,87.71453502867115,41.151595612066814,32.60660932435802,16.339067564198455
114,1154,42.08875592121665,87.65794066317626,41.18491897282473,32.63238095238095,15.888556469708302
