scenario,policy,slo_violation_pct,cvar95_ms,replica_seconds
fault_injection,cvar_safe,0.34561042524005486,245.83128882487318,3971.0666666666666
fault_injection,hpa_like,1.9640603566529493,491.29408271741687,2600.0
fault_injection,keda_style,2.8785665294924554,599.7947783863549,2461.9333333333334
tight_slo_300ms,cvar_safe,1.088443072702332,251.7095769903246,3893.133333333333
tight_slo_300ms,hpa_like,3.9146776406035664,489.7143337929099,2585.266666666667
tight_slo_300ms,keda_style,5.147359396433471,595.8187183802613,2453.5333333333333
