scenario,configuration,slo_violations_pct_mean,slo_violations_pct_ci95_halfwidth,paired_difference_variant_minus_full_pp,paired_difference_ci95_low,paired_difference_ci95_high,paired_t_p_raw,cohens_dz,wilcoxon_p_raw,matched_rank_biserial,paired_t_p_holm,wilcoxon_p_holm
full,Full CVaR-Safe,0.35030864197530864,0.27445550984786293,,,,,,,,,
no_cvar,No CVaR trigger (pressure + p99),0.4116255144032922,0.30906919854400483,0.06131687242798353,-0.04618229378825209,0.16881603864421915,0.2413814890576435,0.3158736326270842,0.14412703481601533,0.8,0.49077450988652976,0.28825406963203065
no_queueing,No queueing signal (CVaR + p99),1.5080589849108366,0.5512082284606226,1.1577503429355283,0.7521922463696465,1.56330843950141,2.6383044299644134e-05,1.5808851434283715,6.103515625e-05,1.0,0.0001582982657978648,0.0003662109375
cooldown_2,Cooldown kappa=2,0.2127914951989026,0.15264935344267802,-0.13751714677640609,-0.292908350985319,0.017874057432506835,0.07849799893152311,-0.49008216340904254,0.04986020375690694,-0.6410256410256411,0.31399199572609243,0.19944081502762775
cooldown_4,Cooldown kappa=4,0.507201646090535,0.35360284686774524,0.15689300411522636,0.04566512354119501,0.2681208846892577,0.00908350585884667,0.7811391283487097,0.0014737808438751421,1.0,0.045417529294233344,0.007368904219375711
window_5,Window W=5,0.42414266117969823,0.3054363275160613,0.07383401920438958,-0.03386961557114675,0.18153765397992588,0.16359150329550992,0.3796335848845851,0.07961580146011343,0.8666666666666667,0.49077450988652976,0.2388474043803403
window_10,Window W=10,0.3671467764060356,0.27399417691024996,0.01683813443072701,-0.009886166035464137,0.04356243489691816,0.19801339024721779,0.34892019171544175,0.916511907863894,0.047619047619047616,0.49077450988652976,0.916511907863894
