scenario,slo_violation_pct,cvar95_ms,replica_seconds,scaling_actions
cooldown_2,0.21279149519890259,232.80647953536354,3930.866666666667,62.4
cooldown_4,0.507201646090535,280.94264990290424,3862.6,44.266666666666666
full,0.35030864197530864,252.15366672133297,3878.2,50.333333333333336
no_cvar,0.4116255144032922,262.49379273529325,3755.133333333333,39.266666666666666
no_queueing,1.5080589849108368,427.14819917208683,3889.0,60.0
window_10,0.36714677640603566,252.81648100002744,4011.6666666666665,49.53333333333333
window_5,0.42414266117969823,264.4058097733656,3696.6,47.6
