policy,seeds,slo_violation_pct_mean,slo_violation_pct_ci95_halfwidth,cvar95_ms_mean,cvar95_ms_ci95_halfwidth,p99_ms_mean,p99_ms_ci95_halfwidth,mean_latency_ms_mean,mean_latency_ms_ci95_halfwidth,replica_seconds_mean,replica_seconds_ci95_halfwidth,scaling_actions_mean,scaling_actions_ci95_halfwidth
cvar_safe,15,0.35030864197530864,0.27445550984786293,252.15366672133297,41.85388933403335,332.7814843419627,72.96795482023369,68.94459033792215,2.6809754777160695,3878.2,108.87129419150108,50.333333333333336,8.705037851978211
hpa_like,15,1.9576474622770919,0.607849665721539,489.71433379290994,76.96389852776238,647.7810627497745,97.3647958711082,88.22784958129996,5.571066866414251,2585.266666666667,46.05359909021887,44.6,5.269453462091979
keda_style,15,2.865980795610425,0.5429293689132526,595.8187183802612,63.15937779978523,763.1612198501043,88.44196261148082,98.4579931622922,4.489852791577698,2453.5333333333333,34.757940958469085,48.333333333333336,4.607984735947127
rule_based,15,2.520679012345679,0.6510896652514967,561.107129079031,77.04882050311186,712.5416818133247,106.63362818722283,95.48600204755802,4.928840052350924,2700.4,68.91499233269798,63.13333333333333,6.282315091131836
pid,15,6.138340192043896,0.7333620365342344,943.6211038980455,83.18917775381594,1143.6833241484258,96.90662072103892,124.79067467319604,7.694791826725248,3123.133333333333,105.3210521101641,75.26666666666667,7.53650746186854
predictive,15,2.3182098765432095,0.6225539186830311,516.6172281831881,70.76293111932549,675.3236221623404,89.65435076860189,90.66666109942427,4.862898400299433,2840.9333333333334,87.13584355707944,70.86666666666666,8.141225475898683
