slo_violation_pct,cvar95_ms,p95_ms,p99_ms,mean_latency_ms,seed,policy,replica_seconds,scaling_actions,scenario,risk_budget_factor
1.1589506172839505,391.4705618369675,167.00794698739205,581.7222070331014,77.46847572851158,112,cvar_safe,3921.0,57,risk_budget_0.70,0.7
1.4521604938271604,400.7630422469934,176.92784749988826,651.7806353168054,77.96418512382229,113,cvar_safe,3863.0,59,risk_budget_0.70,0.7
0.07561728395061729,231.70251128422163,145.77000525180713,301.0966173431125,67.50465725229293,114,cvar_safe,3819.0,36,risk_budget_0.70,0.7
0.02160493827160494,214.3842952438263,148.9088561564593,260.6930705081318,67.24624180062006,115,cvar_safe,3805.0,45,risk_budget_0.70,0.7
0.006687242798353909,186.8872001796622,139.91678418757215,216.1741753587004,64.96421238594493,101,cvar_safe,3737.0,34,risk_budget_0.80,0.8
0.10648148148148148,245.29970867829485,147.9776125939145,335.62812131592847,68.44540397200274,102,cvar_safe,4070.0,42,risk_budget_0.80,0.8
0.00205761316872428,171.24895386669834,132.17829339924918,194.10876818773085,63.246609027612294,103,cvar_safe,3697.0,31,risk_budget_0.80,0.8
0.09979423868312758,259.24801702204775,154.56194463442228,354.8214308543367,69.74281220581197,104,cvar_safe,3806.0,58,risk_budget_0.80,0.8
0.8724279835390947,303.30983879000786,155.8121784661694,473.2641039515071,72.22505936422151,105,cvar_safe,3825.0,48,risk_budget_0.80,0.8
0.00205761316872428,171.7430475481294,132.1185204151499,194.9713793709511,63.32550506031715,106,cvar_safe,3533.0,27,risk_budget_0.80,0.8
0.647119341563786,289.58719290087515,156.65093309838582,391.0185351956303,71.5290394874686,107,cvar_safe,3909.0,50,risk_budget_0.80,0.8
0.00205761316872428,172.35997296575755,133.0335475721107,195.11228908824532,63.49127757229699,108,cvar_safe,3552.0,21,risk_budget_0.80,0.8
0.18158436213991772,262.7371656308367,156.03353424689521,342.4811530258997,70.16068536428091,109,cvar_safe,4077.0,44,risk_budget_0.80,0.8
1.492283950617284,403.9329679687134,178.49948066052238,584.2516225621313,78.59090324227347,110,cvar_safe,4093.0,61,risk_budget_0.80,0.8
0.04681069958847737,222.95414862202676,145.70997721452966,276.88029466279073,67.22893238451533,111,cvar_safe,3649.0,43,risk_budget_0.80,0.8
1.1589506172839505,391.4705618369675,167.00794698739205,581.7222070331014,77.46847572851158,112,cvar_safe,3906.0,55,risk_budget_0.80,0.8
1.4521604938271604,400.7630422469934,176.92784749988826,651.7806353168054,77.96418512382229,113,cvar_safe,3837.0,55,risk_budget_0.80,0.8
0.07561728395061729,231.70290970908331,145.77000525180713,301.0966173431125,67.50525488958539,114,cvar_safe,3777.0,30,risk_budget_0.80,0.8
0.02160493827160494,214.38464143025624,148.9088561564593,260.6930705081318,67.24686493619394,115,cvar_safe,3748.0,39,risk_budget_0.80,0.8
