seed,policy,interval,arrival_rate,arrivals,queue,utilization,offered_load_ratio,replicas_target,replicas_active,p95_ms,p99_ms,cvar95_ms,smoothed_cvar_ms,pressure,predicted_next_p99_ms,burst
501,cvar_safe,11,200.04625639253453,59785.0,0.0,0.0766474358974359,0.1532948717948718,13,13,126.90774097665295,197.68609313676941,174.24003124540366,231.95601536019274,1.0660451731421356e-06,219.90579171756238,0
501,cvar_safe,12,386.80177649871933,116155.0,0.0,0.14891666666666667,0.29783333333333334,13,13,124.34740759785375,197.68609313676941,174.0524860720901,214.58495657376193,4.3708852069239285e-05,197.71929735327376,0
501,cvar_safe,13,240.76231432044568,72247.0,0.0,0.09262435897435897,0.18524871794871794,13,13,126.24642102009409,190.8011588637792,168.38066105515978,200.72366791818126,3.0636965902556516e-06,197.6884214748455,0
501,cvar_safe,14,384.2363379625699,114693.0,0.0,0.1470423076923077,0.2940846153846154,12,13,123.91929047702338,180.28930937159498,164.4488367935824,189.8412185808016,4.251682796755687e-05,190.83345792244472,0
501,cvar_safe,15,290.3583140905978,86561.0,0.0,0.12022361111111111,0.24044722222222223,11,12,127.66323703524412,186.29321704138164,167.35202161481538,183.09445949100572,1.9287069091953777e-05,186.30787238748647,0
501,cvar_safe,16,613.4410237769016,183291.0,0.0,0.2777136363636364,0.5554272727272728,11,11,129.51478137382244,188.8095395622315,167.84980015429534,178.5210616899926,0.0031922405575692835,191.1613415540569,0
501,cvar_safe,17,310.62330898734785,92984.0,0.0,0.14088484848484847,0.28176969696969695,11,11,130.8150423305633,186.03420938795443,165.14102871096847,174.50705179628534,7.015473854968676e-05,188.86281979365702,0
501,cvar_safe,18,416.24710431621367,124328.0,0.0,0.18837575757575759,0.37675151515151517,11,11,131.24883963331106,187.81868906566612,169.08147786732692,172.8793796175978,0.00034351463247297417,188.07886745539437,0
501,cvar_safe,19,518.5096499613893,155364.0,0.0,0.2354,0.4708,11,11,132.1581454576565,193.63669627254862,173.99556280409453,173.2142345735468,0.0011276136335471637,194.4841620142466,0
501,cvar_safe,20,330.9117290053205,99541.0,0.0,0.15081969696969696,0.30163939393939393,11,11,130.95376821838286,191.16857010039922,171.57123003512075,172.72133321201898,9.389758773986378e-05,193.70799151565092,0
501,cvar_safe,21,464.8889716389526,140187.0,0.0,0.21240454545454546,0.4248090909090909,11,11,129.08009027744976,191.16857010039922,170.53872181925507,172.0665497941898,0.0005747304934241526,191.60287395334458,0
501,cvar_safe,22,392.85293161857675,117210.0,0.0,0.17759090909090908,0.35518181818181815,11,11,130.08249762341944,194.49277750037652,173.30795901653173,172.43897256089238,0.00022636958433843406,194.66443010771906,0
501,cvar_safe,23,388.2300980562849,116084.0,0.0,0.17588484848484848,0.35176969696969695,11,11,128.79051473245056,193.7280261783552,171.01258332939628,172.01105579144354,0.0002052033929775082,194.64841292786656,0
501,cvar_safe,24,412.8657758281865,123424.0,0.0,0.1870060606060606,0.3740121212121212,11,11,126.89738458894533,191.22344070115577,169.88322180268395,171.37270559481564,0.0002757708505830274,193.93703616456276,0
501,cvar_safe,25,493.49833048063465,148096.0,0.0,0.22438787878787878,0.44877575757575755,11,11,125.78373490495939,193.7280261783552,171.74491242514657,171.4843676439149,0.000738652874391987,194.28529613321666,0
501,cvar_safe,26,413.68566136682267,124716.0,0.0,0.18896363636363636,0.3779272727272727,11,11,123.5726518219373,199.17790516526614,168.67278189033212,170.64089191784007,0.0002750557630181457,199.38637466208377,0
501,cvar_safe,27,397.1755030815596,119074.0,0.0,0.18041515151515153,0.36083030303030306,11,11,124.8549649102765,191.70521127830614,162.25914971654822,168.1263692574525,0.00021678968480151405,199.342309171785,0
501,cvar_safe,28,590.0464793313114,177181.0,0.0,0.2684560606060606,0.5369121212121212,11,11,126.60915120370521,190.3884064506499,162.6941364517858,166.49669941575246,0.002095088854443667,193.26502293050274,0
501,cvar_safe,29,300.5148484961965,89573.0,0.0,0.13571666666666668,0.27143333333333336,11,11,126.41859771430023,190.13944947351465,160.98140299166735,164.8421104885269,5.1099073867658816e-05,190.42722191582277,0
501,cvar_safe,30,239.8593752031023,71962.0,0.0,0.10903333333333333,0.21806666666666666,11,11,126.92606103058597,178.88119896068602,161.17927054157033,163.74325850443992,1.7328907381641613e-05,190.15261716144002,0
501,cvar_safe,31,592.6044430424147,177984.0,0.0,0.2696727272727273,0.5393454545454546,11,11,128.36617098703164,187.81780335422022,163.91530800462183,163.79487335449448,0.0025898236373737065,189.73678924209517,0
501,cvar_safe,32,397.0869454752076,119395.0,0.0,0.18090151515151515,0.3618030303030303,11,11,128.06825920994112,189.8457280358381,164.58765286883974,164.03270720879806,0.00026241451338939955,190.04464154348864,0
501,cvar_safe,33,361.46336220341317,108068.0,0.0,0.16373939393939393,0.32747878787878787,11,11,131.82599399797346,187.81780335422022,166.43532487636847,164.7534925090692,0.00015371375852389166,189.96237128731732,0
501,cvar_safe,34,450.3218201266882,135294.0,0.0,0.20499090909090908,0.40998181818181817,11,11,133.32237228446093,187.81780335422022,168.2184271234652,165.792972893388,0.0005169366793493815,188.20865822199153,0
501,cvar_safe,35,348.06114926738724,104217.0,0.0,0.15790454545454546,0.31580909090909093,11,11,131.8108742350985,178.3058394004517,167.47003026967417,166.29609010627385,0.00012587111236892314,187.9133451904425,0
501,cvar_safe,36,188.19122065132848,56078.0,0.0,0.08496666666666666,0.16993333333333333,11,11,126.7230157583445,186.36768109057982,165.5892364343198,166.08403400468762,5.4979590430612976e-06,186.37185930974,0
501,cvar_safe,37,262.22611496804745,78761.0,0.0,0.11933484848484849,0.23866969696969698,11,11,129.9670880242706,188.67603850322348,171.97506765177604,167.85134409881414,3.0429969294795476e-05,188.69915824527052,0
