slo_violation_pct,cvar95_ms,p95_ms,p99_ms,mean_latency_ms,seed,policy,replica_seconds,scaling_actions
0.006687242798353909,186.8770120826986,139.9094432124989,216.1741753587004,64.952298374481,101,cvar_safe,3872.0,44
0.9305555555555555,365.8672158986284,192.2235091387563,492.1731577044103,79.21645754475492,101,hpa_like,2590.0,35
1.6795267489711934,462.764559870732,290.8424540433791,568.0735227689574,90.19166029616106,101,keda_style,2467.0,50
1.7247942386831274,474.9625559829276,313.19215034114166,571.4015967802816,89.83326743208485,101,rule_based,2653.0,64
6.9675925925925934,876.7153153342474,643.8778968659898,1016.7144275302564,124.18059726981407,101,pid,3199.0,84
1.6368312757201644,440.1512464574754,227.12302870129963,566.9613881623126,85.0110953122774,101,predictive,2780.0,70
0.10648148148148148,245.30114439794394,147.97958605286235,335.62812131592847,68.44786948728039,102,cvar_safe,4114.0,55
1.4753086419753088,449.9694363840327,236.83229709259416,591.6007031786847,86.08949939938232,102,hpa_like,2667.0,53
2.4917695473251027,554.8188160499992,342.7440203037063,711.8098861492003,99.4972114778541,102,keda_style,2500.0,56
1.477880658436214,455.4332260544077,259.5584259353543,592.2052719239227,90.78008053977362,102,rule_based,2687.0,65
6.729423868312757,877.4918542781437,640.8594302105544,1030.874156584252,123.15073225910862,102,pid,3348.0,93
1.4742798353909465,450.1222972906902,233.79132976773644,592.2052719239227,86.29276147258285,102,predictive,2955.0,84
0.00205761316872428,171.24895386669834,132.17829339924918,194.10876818773085,63.246609027612294,103,cvar_safe,3697.0,31
1.4382716049382718,391.27307156815004,188.7664701194777,600.7464505733172,80.99456933424717,103,hpa_like,2548.0,41
3.902263374485597,640.7206587332649,343.3806459220576,784.650996833198,100.02586356823568,103,keda_style,2439.0,50
3.22119341563786,587.0250702032596,309.56070148041846,768.953626886039,95.86370971115421,103,rule_based,2773.0,72
5.661522633744856,972.4402275013451,609.0433634995487,1167.0752732893666,122.33842744485396,103,pid,3133.0,73
2.730452674897119,534.2041022737177,225.25283133007,766.0899304205046,89.65719991881885,103,predictive,2816.0,68
0.09979423868312758,259.24712071013664,154.56194463442228,354.8214308543367,69.74112765544376,104,cvar_safe,3883.0,65
4.356481481481481,724.6545475049858,453.46377636379617,870.8019745358641,107.21727190250562,104,hpa_like,2662.0,62
4.247427983539095,660.9610317846151,446.77397025532235,764.1005199338625,105.23902854297344,104,keda_style,2535.0,58
3.987139917695473,649.8489506086819,389.700783915217,762.5025846279204,103.01036287422352,104,rule_based,2883.0,73
7.5354938271604945,1059.5438883228749,790.8649280254316,1190.5364980706279,139.3172832392431,104,pid,3293.0,86
3.980452674897119,649.1044233497473,385.3262145963337,762.5025846279204,100.90154064338651,104,predictive,3115.0,91
0.8724279835390947,303.3091236557112,155.8121784661694,473.2641039515071,72.22350994967603,105,cvar_safe,3870.0,58
2.384259259259259,512.1878227464584,270.2823339648525,624.6191758911045,89.61285247252817,105,hpa_like,2715.0,52
2.537551440329218,528.6435381850034,323.1038252861709,627.9944254495292,95.20805438416915,105,keda_style,2526.0,52
2.4290123456790123,523.8576078615318,303.65485896109135,626.9108542516892,93.64137884876672,105,rule_based,2758.0,66
7.329218106995884,1001.2554920191504,701.9016020643331,1185.3913317854233,133.48225265979687,105,pid,3320.0,86
2.42798353909465,522.488528584947,288.5506781054914,626.8435247838341,92.4192170185262,105,predictive,2899.0,74
0.00205761316872428,171.7430475481294,132.1185204151499,194.9713793709511,63.32550506031715,106,cvar_safe,3533.0,27
1.1990740740740742,412.7649021304585,181.13685141810774,536.3056872479625,81.90287841065602,106,hpa_like,2514.0,36
1.212448559670782,429.7499124087777,205.04558143964184,537.314940748066,86.00394470329057,106,keda_style,2384.0,34
1.2427983539094651,450.28570109361345,222.67006479216607,543.2902424302138,87.20627046414333,106,rule_based,2560.0,48
5.367283950617284,916.3013435568555,535.3042287940917,1157.2551523183695,120.96989453534168,106,pid,3028.0,67
1.2001028806584362,415.62691980829595,184.38208307461338,536.5664541717603,83.19416871638605,106,predictive,2636.0,48
0.647119341563786,289.58719290087515,156.65093309838582,391.0185351956303,71.5290394874686,107,cvar_safe,3961.0,58
2.8266460905349797,551.7894876394258,276.00521985922063,687.5049800876568,93.76636669434096,107,hpa_like,2488.0,47
3.4212962962962967,612.1629370981183,332.3431496868321,745.526908280399,99.62076655753906,107,keda_style,2415.0,49
3.571502057613168,653.5017731554055,368.7311230844896,773.2519670675237,102.6518008588686,107,rule_based,2703.0,67
