mae_p99_ms_mean,mae_p99_ms_ci95_halfwidth,rmse_p99_ms_mean,rmse_p99_ms_ci95_halfwidth,pearson_r_mean,pearson_r_ci95_halfwidth,spearman_rho_mean,spearman_rho_ci95_halfwidth,windows,seed_units
24.76,2.84,52.27,11.93,0.848,0.097,0.566,0.036,16185,15
